N,Factor,Is Correct,Is Larger Factor,Num Vars,Num Integer Vars,Num Binary Vars,Num Constraints,Node Count,Simplex Iterations Count,Runtime,Is MIP
1000131,333377,1,1,23,23,11,47,0,0,0,1
1000131,333377,1,1,23,23,11,47,0,0,0.008119583,1
1000131,333377,1,1,23,23,11,47,0,0,0.002109528,1
1000131,333377,1,1,23,23,11,47,0,0,0.000997543,1
1000132,500066,1,1,23,23,11,47,0,0,0,1
1000132,500066,1,1,23,23,11,47,0,0,0,1
1000132,500066,1,1,23,23,11,47,0,0,0.007146835,1
1000132,500066,1,1,23,23,11,47,0,0,0.002088547,1
1000132,500066,1,1,23,23,11,47,0,0,0,1
1000132,500066,1,1,23,23,11,47,0,0,0,1
1000132,500066,1,1,23,23,11,47,0,0,0,1
1000132,500066,1,1,23,23,11,47,0,0,0,1
1000132,500066,1,1,23,23,11,47,0,0,0.008098602,1
1000132,500066,1,1,23,23,11,47,0,0,0,1
1000133,111125,0,0,23,23,11,47,39,91,0.042432785,1
1000133,111125,0,0,23,23,11,47,39,91,0.035516739,1
1000133,111125,0,0,23,23,11,47,39,91,0.042516708,1
1000133,111125,0,0,23,23,11,47,39,91,0.040452957,1
1000133,111125,0,0,23,23,11,47,39,91,0.050987244,1
1000133,111125,0,0,23,23,11,47,39,91,0.040838242,1
1000133,111125,0,0,23,23,11,47,39,91,0.040784836,1
1000133,111125,0,0,23,23,11,47,39,91,0.048942566,1
1000133,111125,0,0,23,23,11,47,39,91,0.041877747,1
1000133,111125,0,0,23,23,11,47,39,91,0.041784287,1
1000134,500067,1,1,23,23,11,47,0,0,0.007089615,1
1000134,500067,1,1,23,23,11,47,0,0,0.002082825,1
1000134,500067,1,1,23,23,11,47,0,0,0,1
1000134,500067,1,1,23,23,11,47,0,0,0,1
1000134,500067,1,1,23,23,11,47,0,0,0,1
1000134,500067,1,1,23,23,11,47,0,0,0,1
1000134,500067,1,1,23,23,11,47,0,0,0.008125305,1
1000134,500067,1,1,23,23,11,47,0,0,0.002084732,1
1000134,500067,1,1,23,23,11,47,0,0,0,1
1000134,500067,1,1,23,23,11,47,0,0,0,1
1000135,200027,1,1,23,23,11,47,39,90,0.031017303,1
1000135,200027,1,1,23,23,11,47,39,90,0.032346725,1
1000135,200027,1,1,23,23,11,47,39,90,0.025844574,1
1000135,200027,1,1,23,23,11,47,39,90,0.033197403,1
1000135,200027,1,1,23,23,11,47,39,90,0.024459839,1
1000135,200027,1,1,23,23,11,47,39,90,0.028347015,1
1000135,200027,1,1,23,23,11,47,39,90,0.034685135,1
1000135,200027,1,1,23,23,11,47,39,90,0.023626328,1
1000135,200027,1,1,23,23,11,47,39,90,0.029729843,1
1000135,200027,1,1,23,23,11,47,39,90,0.030666351,1
1000136,500068,1,1,23,23,11,47,0,0,0.008134842,1
1000136,500068,1,1,23,23,11,47,0,0,0.002244949,1
1000136,500068,1,1,23,23,11,47,0,0,0,1
1000136,500068,1,1,23,23,11,47,0,0,0,1
1000136,500068,1,1,23,23,11,47,0,0,0,1
1000136,500068,1,1,23,23,11,47,0,0,0,1
1000136,500068,1,1,23,23,11,47,0,0,0.008247375,1
1000136,500068,1,1,23,23,11,47,0,0,0,1
1000136,500068,1,1,23,23,11,47,0,0,0,1
1000136,500068,1,1,23,23,11,47,0,0,0,1
1000137,333379,1,1,23,23,11,47,0,0,0,1
1000137,333379,1,1,23,23,11,47,0,0,0.010356903,1
1000137,333379,1,1,23,23,11,47,0,0,0.001001358,1
1000137,333379,1,1,23,23,11,47,0,0,0,1
1000137,333379,1,1,23,23,11,47,0,0,0,1
1000137,333379,1,1,23,23,11,47,0,0,0,1
1000137,333379,1,1,23,23,11,47,0,0,0.008359909,1
1000137,333379,1,1,23,23,11,47,0,0,0.002241135,1
1000137,333379,1,1,23,23,11,47,0,0,0,1
1000137,333379,1,1,23,23,11,47,0,0,0,1
1000138,500069,1,1,23,23,11,47,0,0,0.008125305,1
1000138,500069,1,1,23,23,11,47,0,0,0.002246857,1
1000138,500069,1,1,23,23,11,47,0,0,0,1
1000138,500069,1,1,23,23,11,47,0,0,0,1
1000138,500069,1,1,23,23,11,47,0,0,0,1
1000138,500069,1,1,23,23,11,47,0,0,0,1
1000138,500069,1,1,23,23,11,47,0,0,0.008241653,1
1000138,500069,1,1,23,23,11,47,0,0,0.002248764,1
1000138,500069,1,1,23,23,11,47,0,0,0,1
1000138,500069,1,1,23,23,11,47,0,0,0,1
1000139,142877,1,1,23,23,11,47,5,19,0.030179977,1
1000139,142877,1,1,23,23,11,47,5,19,0.021942139,1
1000139,142877,1,1,23,23,11,47,5,19,0.020963669,1
1000139,142877,1,1,23,23,11,47,5,19,0.031352997,1
1000139,142877,1,1,23,23,11,47,5,19,0.02073288,1
1000139,142877,1,1,23,23,11,47,5,19,0.022211075,1
1000139,142877,1,1,23,23,11,47,5,19,0.02845192,1
1000139,142877,1,1,23,23,11,47,5,19,0.023015976,1
1000139,142877,1,1,23,23,11,47,5,19,0.020986557,1
1000139,142877,1,1,23,23,11,47,5,19,0.020874023,1
1000140,500070,1,1,23,23,11,47,0,0,0.001174927,1
1000140,500070,1,1,23,23,11,47,0,0,0.001005173,1
1000140,500070,1,1,23,23,11,47,0,0,0,1
1000140,500070,1,1,23,23,11,47,0,0,0,1
1000140,500070,1,1,23,23,11,47,0,0,0,1
1000140,500070,1,1,23,23,11,47,0,0,0.007312775,1
1000140,500070,1,1,23,23,11,47,0,0,0,1
1000140,500070,1,1,23,23,11,47,0,0,0.002241135,1
1000140,500070,1,1,23,23,11,47,0,0,0,1
1000140,500070,1,1,23,23,11,47,0,0,0,1
1000141,52639,1,1,23,23,11,47,39,98,0.041669846,1
1000141,52639,1,1,23,23,11,47,39,98,0.041782379,1
1000141,52639,1,1,23,23,11,47,39,98,0.038795471,1
1000141,52639,1,1,23,23,11,47,39,98,0.032770157,1
1000141,52639,1,1,23,23,11,47,39,98,0.034204483,1
1000141,52639,1,1,23,23,11,47,39,98,0.0268116,1
1000141,52639,1,1,23,23,11,47,39,98,0.043109894,1
1000141,52639,1,1,23,23,11,47,39,98,0.03861618,1
1000141,52639,1,1,23,23,11,47,39,98,0.033172607,1
1000141,52639,1,1,23,23,11,47,39,98,0.041326523,1
1000142,500071,1,1,23,23,11,47,0,0,0,1
1000142,500071,1,1,23,23,11,47,0,0,0.008110046,1
1000142,500071,1,1,23,23,11,47,0,0,0.002090454,1
1000142,500071,1,1,23,23,11,47,0,0,0,1
1000142,500071,1,1,23,23,11,47,0,0,0,1
1000142,500071,1,1,23,23,11,47,0,0,0,1
1000142,500071,1,1,23,23,11,47,0,0,0,1
1000142,500071,1,1,23,23,11,47,0,0,0.008211136,1
1000142,500071,1,1,23,23,11,47,0,0,0.001001358,1
1000142,500071,1,1,23,23,11,47,0,0,0.000999451,1
1000143,333381,1,1,23,23,11,47,0,0,0,1
1000143,333381,1,1,23,23,11,47,0,0,0.007087708,1
1000143,333381,1,1,23,23,11,47,0,0,0.002082825,1
1000143,333381,1,1,23,23,11,47,0,0,0,1
1000143,333381,1,1,23,23,11,47,0,0,0,1
1000143,333381,1,1,23,23,11,47,0,0,0,1
1000143,333381,1,1,23,23,11,47,0,0,0.00812912,1
1000143,333381,1,1,23,23,11,47,0,0,0.002099991,1
1000143,333381,1,1,23,23,11,47,0,0,0,1
1000143,333381,1,1,23,23,11,47,0,0,0,1
1000144,500072,1,1,23,23,11,47,0,0,0.008085251,1
